"","13_54_AM_TNF","10_99_Q_TNF","15_94_AM_TNF","17_3_Q_IS","1_28_Q_NT","6_24_AM_NT","42_2","2_57_Q_NT","7_91_AM_NT","11_100_Q_TNF","4_80_Q_NT","8_47_Q_TNF","18_7_Q_IS","9_23_Q_TNF","12_54_AM_TNF","41_96_AS_Cort","5_82_AM_NT","19_83_Q_IS","40_44_AS_Cort","39_93_AS_Cort","38_90_AS_Cort","20_84_Q_IS","21_1_Q_5ASA","37_55_AM_TNF_RCH","36_55_AM_TNF_RCH","35_68_AM_TNF_RCH","32_20_AM_5ASA","22_1_Q_5ASA","31_20_AM_5ASA","23_21_Q_5ASA","29_85_AM_5ASA","46_50","45_41","44_18","28_85_AM_5ASA","27_49_AM_5ASA","26_49_AM_5ASA","24_22_Q_5ASA","43_9","X15B","X16B","X17B","X18B","X19B","X1A","X1B","X20B","X21B","X22B","X23B","X24B","X25B","X2A","X2B","X3A","X3B","X4A","X5A","X5B","X6A","X6B","X7B","X8B"
"ENSG00000118520",10,1,6,0,0,1,4,0,0,0,0,1,1,1,80,15,22,0,26,81,2,1,0,0,4,0,0,1,0,1,1,3,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000137267",43.2720850520033,10.2017169542658,41.6588963643088,276.377850423861,45.6918680835451,84.4083965882134,72.3094814305046,95.700717402075,61.8237549604902,3.74896220348776,-9.15654729806835,22.3006321119747,55.3710002097122,104.573255184395,40.8523020204616,31.9797642381418,58.5973775851012,66.6633210235738,51.3380284904759,205.397548165302,285.25038820618,94.8941230582278,190.878849976051,56.9841888974067,140.063406313674,27.9467925189055,110.219415591326,347.358152682419,63.4369436481848,243.307482326123,114.252387310562,52.1446228343232,56.9841888974067,80.3754248689771,40.8523020204616,98.1205004336168,60.2105662727957,112.639198622867,158.615076222161,85.2918634780507,85.2918634780507,85.2918634780507,95.0371399395925,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,109.655054631905,85.2918634780507,85.2918634780507,85.2918634780507,109.655054631905,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,85.2918634780507,90.1645017088216
"ENSG00000211649",672.343871903662,-102.302472819936,801.586223473814,416.282462855299,77.8290546809632,-90.9937670575478,210.302465040369,110.139642573501,82.6756428648439,67.3281136158884,-39.296826429487,353.27681646485,-2.1396503530683,534.216108663062,3308.08007923745,36.6330551179773,1190.9288075789,487.365756218882,28.5554081448428,1098.03586738785,271.692582036191,4.32246722543931,-82.1083553870998,-99.0714140306823,351.661287070223,131.949289400964,116.601760152009,-74.0307084139653,-15.0638855100835,194.1471710941,234.535405959772,131.141524703651,-53.0288262838156,470.4026975753,469.594932877986,-90.1860023602343,124.679407125143,-32.026944153666,-13.4483561154566,283.339936378457,283.339936378457,283.339936378457,283.339936378457,288.12475160056,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,900.581100029794,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457,283.339936378457
"ENSG00000170525",1302.06827529494,59.1917679236003,460.22442281677,213.435096728665,11.2951552946593,440.741054967709,266.202551319872,81.1105567537937,475.648755697276,-139.700945535563,-26.8597734097517,-66.6383161015843,115.20645048965,741.10964264073,8862.42680772426,807.677816125022,5432.54225929584,18.6014182380569,2109.81623403726,1420.59209637673,1020.37124847727,231.294850590305,186.645465936207,-28.4833873971734,175.280168024255,99.7821176091438,598.231611747617,414.763231168961,34.0257511185634,348.19505768467,1362.14199282954,240.224727521124,16.1659972569244,240.224727521124,271.885200275848,219.117745684642,1315.86899418803,279.191463219246,235.353885558859,403.953087209519,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,403.953087209519,400.486735917646,407.419438501393,3724.71762482418,1069.4925352492,403.953087209519,400.486735917646,400.486735917646,400.486735917646,400.486735917646,400.486735917646,5021.13300798481,403.953087209519,2657.08142692719
"ENSG00000184226",196,60,90,101,110,88,270,184,179,46,144,176,541,354,132,94,239,150,64,220,251,87,276,111,230,347,86,338,140,256,200,386,287,465,525,176,110,233,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000000971",2749,139,2221,1132,1152,619,1289,1132,1275,138,735,1148,1755,7206,8485,2061,2052,1017,2528,2625,3047,461,1160,861,2032,2339,741,1211,1193,3514,2530,812,853,5785,1875,497,2380,1201,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156414",70,3,15,7,24,4,28,17,12,2,25,16,11,19,375,10,146,22,16,80,18,4,1,5,8,23,13,7,9,17,37,14,12,35,7,15,15,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138772",246.063627268532,-92.0982330925923,299.457605220288,2548.47667652154,222.602636956396,1093.89527716915,356.087581835787,804.273396764167,237.973630609175,-158.43620569932,33.2967151274419,302.693603884031,487.145527717371,3918.11311095069,1013.80431024151,597.978481950563,908.634353669873,248.490626266339,603.641479612113,1388.37115556975,832.588385071917,212.085641299232,2043.66088497766,1025.13030556461,532.449509009771,669.97945221884,1093.89527716915,1546.93509009314,974.163326610665,1295.33619398714,593.933483620884,142.511670028762,407.863560455672,576.135490970299,308.356601545581,654.608458566062,1385.94415657194,665.125454223226,2215.16881415603,816.512410702557,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,663.603613691637,952.890526955538,671.868954070607,663.603613691637,828.910421271009,663.603613691637,663.603613691637,663.603613691637,663.603613691637,2820.85745260244,663.603613691637,663.603613691637
"ENSG00000102010",49,14,36,86,141,33,182,162,42,14,56,151,93,123,116,38,97,106,28,61,106,106,66,76,160,91,42,74,103,112,54,81,111,422,147,154,64,138,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000112053",50,22,79,78,35,80,54,49,64,12,26,39,71,57,229,53,137,43,51,63,39,43,44,38,52,53,41,49,56,56,50,65,35,71,69,59,51,64,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257017",31,1,38,24,10,18,20,5,14,0,62,12,9,21,115,19,70,12,28,37,21,17,24,17,10,29,13,9,20,25,14,20,10,12,19,19,14,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133742",-1133.79248343235,880.666435486321,-2469.76483783953,9335.90138466062,21247.3792023405,18668.3225350962,23619.659011829,17634.4382463168,8811.68974136542,-1583.69369347153,-1777.54699761767,24871.6282677728,63280.4295959288,-2297.72003040982,-2682.19575029968,-2561.03743520834,5925.69867588971,1733.62097372935,-2685.42663870211,-2412.41656869629,5567.87778531995,12829.2994697943,3090.59410275236,1.05706792319688,42226.3453214563,-1599.84813548371,-2245.21809387024,7415.13822941258,7298.82624692489,2323.25810717388,-1645.08057311781,8426.40629937496,18240.2298217735,20623.8177406704,21223.1475393223,-1036.05810925867,-2052.17251182471,4013.01274164776,219.949757188216,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8875.64168127203,8411.07775043311,8411.07775043311,8415.96789707352,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8411.07775043311,8503.99053660089,8411.07775043311,8411.07775043311,8411.07775043311,8474.64965675844
"ENSG00000163646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211893",15990.913728785,-4970.06410637741,11840.6401174229,-4135.6559502469,-4941.84740544546,-4867.67779156719,-1785.60785834311,-4733.85001000423,-1021.33835881489,-5076.48137846362,2709.71569584403,-1372.03164182626,-4727.40047836264,-3247.23296661809,231098.917804863,3831.93420148042,16015.9056638962,-3776.09456122835,-1469.58080790528,18802.9095245176,2495.26876876121,-4756.42337074979,-4606.47176008286,-5054.71420917326,-4412.98581083521,-1453.45697880131,-4874.93351466398,-2016.1786145299,-4924.91738488629,-3912.3409171569,-2807.05243207968,-3462.48608515611,-4842.68585645603,-4393.63721591044,-4336.39762259134,-4625.01416355242,-3043.26652845286,-5059.55135790444,-4552.45693258456,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,9950.31095786118,8287.97017487808,8292.85941247509,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8292.85941247509,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808,8287.97017487808
"ENSG00000160200",12,6,13,18,3,3,5,7,8,0,13,3,15,9,8,6,9,7,5,7,8,9,0,3,2,5,1,3,4,19,4,11,1,7,11,1,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
